指標名,コンビニ,,,,,,
出典,NAVITIME,,,,,,
年次,2023/1/20 取得,,,,,,
URL,https://www.navitime.co.jp/,,,,,,
備考,"（2020年度：2,130件、2021年度：2342件、2022年度：2305件）",,,,,,
,,,,,,,
区,町丁目,エリア,住所,施設名,種類,緯度,経度
千代田区,富士見二丁目,-,東京都千代田区富士見2-10-2,ローソン 飯田橋サクラテラス店,ローソン,35.698453,139.743388
千代田区,丸の内三丁目,大丸有,東京都千代田区丸の内3-1-1,ナチュラルローソン NLS帝劇ビル店,ローソン,35.676715,139.761215
千代田区,内幸町二丁目,-,東京都千代田区内幸町2-2-3,ナチュラルローソン 日比谷国際ビル店,ローソン,35.670335,139.754427
千代田区,飯田橋四丁目,-,東京都千代田区飯田橋4-10-3東西線飯田橋駅構内,ローソン メトロス飯田橋店,ローソン,35.702075,139.745036
千代田区,神田練塀町,-,東京都千代田区神田練塀町85,ローソン 秋葉原スクエア店,ローソン,35.700855,139.773834
千代田区,神田佐久間町一丁目,-,東京都千代田区神田佐久間町1-21日比谷線秋葉原駅構内,ローソン メトロス秋葉原店,ローソン,35.697767,139.775212
千代田区,皇居外苑,-,東京都千代田区丸の内2-3-1,ローソン MC FOREST店,ローソン,35.678918,139.760661
千代田区,霞が関一丁目,虎ノ門広域,東京都千代田区霞が関1丁目1-4地下1階,ファミリーマート 東京高等裁判所内店,ファミリーマート,35.675186,139.75275
千代田区,神田須田町二丁目,-,東京都千代田区神田須田町2-21,ローソン・スリーエフ 万世本店,ローソン,35.695911,139.772237
千代田区,神田錦町三丁目,-,東京都千代田区神田錦町3-15,ローソン 神田錦町店,ローソン,35.691786,139.761206
千代田区,大手町二丁目,大丸有,東京都千代田区大手町2-2-2アーバンネット大手町ビルB1F,ローソン アーバンネット大手町店,ローソン,35.685941,139.767098
千代田区,神田佐久間町一丁目,-,東京都千代田区神田佐久間町1-6-5,ローソン アキバ・トリム店,ローソン,35.69787,139.773677
千代田区,大手町二丁目,大丸有,東京都千代田区大手町2-3-1,ローソン JPローソン大手町プレイス地下2F店,ローソン,35.686859,139.767437
千代田区,大手町二丁目,大丸有,東京都千代田区大手町2-3-1,ローソン JPローソン大手町プレイス2F店,ローソン,35.686859,139.767437
千代田区,外神田六丁目,-,東京都千代田区外神田6-14-2,ローソン 末広町駅前店,ローソン,35.70328,139.771277
千代田区,丸の内一丁目,大丸有,東京都千代田区丸の内1-3-4B101,ローソン 丸の内テラス店,ローソン,35.684132,139.763611
千代田区,神田駿河台四丁目,-,東京都千代田区神田駿河台4-3-1,ローソン お茶の水サンクレール店,ローソン,35.698728,139.765128
千代田区,有楽町二丁目,大丸有,東京都千代田区有楽町2丁目8-4,ファミリーマート 有楽町駅前店,ファミリーマート,35.674429,139.762962
千代田区,紀尾井町,赤坂,東京都千代田区紀尾井町1-2,ファミリーマート ファミマ東京ガーデンテラス店,ファミリーマート,35.679993,139.737936
千代田区,神田神保町一丁目,-,東京都千代田区神田神保町1丁目29-3すずらんビル1階,ファミリーマート 神田神保町一丁目店,ファミリーマート,35.695,139.759498
千代田区,神田駿河台二丁目,-,東京都千代田区神田駿河台2-1,ファミリーマート 御茶ノ水駅前店,ファミリーマート,35.699346,139.761808
千代田区,紀尾井町,赤坂,東京都千代田区紀尾井町3-33,ファミリーマート 紀尾井町店,ファミリーマート,35.68119,139.738079
千代田区,神田駿河台二丁目,-,東京都千代田区神田駿河台2丁目2番4号,ファミリーマート 御茶ノ水駅南店,ファミリーマート,35.699055,139.763994
千代田区,神田三崎町三丁目,-,東京都千代田区三崎町3丁目7-1 金沢ビル1階,ファミリーマート 水道橋西通り店,ファミリーマート,35.701331,139.752172
千代田区,神田淡路町二丁目,-,東京都千代田区神田淡路町2-10,ファミリーマート ホテルマイステイズ御茶ノ水店,ファミリーマート,35.697146,139.767444
千代田区,内神田二丁目,-,東京都千代田区内神田2丁目15番11号翔和神田ビル1F,ファミリーマート 内神田二丁目店,ファミリーマート,35.692074,139.768123
千代田区,神田小川町一丁目,-,東京都千代田区神田小川町1丁目1-16,ファミリーマート 薬ヒグチ淡路町店,ファミリーマート,35.694854,139.767005
千代田区,鍛冶町二丁目,-,東京都千代田区鍛冶町2-7-1,ファミリーマート 神田駅東口店,ファミリーマート,35.692262,139.771857
千代田区,霞が関一丁目,虎ノ門広域,東京都千代田区霞が関1丁目1-2,ファミリーマート 東京家庭裁判所内店,ファミリーマート,35.674702,139.753943
千代田区,神田駿河台一丁目,-,東京都千代田区神田駿河台1丁目8-10,ファミリーマート お茶の水明大通り店,ファミリーマート,35.698155,139.762672
千代田区,神田神保町二丁目,-,東京都千代田区神田神保町2-23,ファミリーマート 神田神保町二丁目店,ファミリーマート,35.695172,139.756312
千代田区,有楽町一丁目,大丸有,東京都千代田区有楽町1丁目2-5,ファミリーマート 日比谷シャンテ前店,ファミリーマート,35.673179,139.760521
千代田区,丸の内一丁目,大丸有,東京都千代田区丸の内1-9-2グラントウキョウサウスタワ-地下1階,ファミリーマート ファミマサウスタワー店,ファミリーマート,35.678963,139.767372
千代田区,大手町一丁目,大丸有,東京都千代田区大手町1丁目1番2号,ファミリーマート ファミマ大手門タワー店,ファミリーマート,35.686118,139.761931
千代田区,外神田六丁目,-,東京都千代田区外神田6-15-11,ファミリーマート ファーマライズ薬局末広町店,ファミリーマート,35.70421,139.771558
千代田区,神田三崎町二丁目,-,東京都千代田区三崎町2丁目7-10,ファミリーマート 三崎神社通り店,ファミリーマート,35.70033,139.754547
千代田区,神田駿河台三丁目,-,東京都千代田区神田駿河台3-5-4-101,ファミリーマート 神田駿河台三丁目店,ファミリーマート,35.695847,139.76388
千代田区,大手町一丁目,大丸有,東京都千代田区大手町1丁目5番5号,ファミリーマート OOTEMORI店,ファミリーマート,35.685321,139.764536
千代田区,飯田橋三丁目,-,東京都千代田区飯田橋3丁目2-2,ファミリーマート 飯田橋三丁目店,ファミリーマート,35.700394,139.748655
千代田区,飯田橋二丁目,-,東京都千代田区飯田橋2-6-6,ファミリーマート 飯田橋二丁目店,ファミリーマート,35.699031,139.749656
千代田区,神田神保町一丁目,-,東京都千代田区神田神保町1丁目8番,ファミリーマート FUNDES神保町店,ファミリーマート,35.695378,139.759458
千代田区,富士見二丁目,-,東京都千代田区富士見2丁目7-2,ファミリーマート 飯田橋プラーノ店,ファミリーマート,35.701026,139.745005
千代田区,神田錦町三丁目,-,東京都千代田区神田錦町3丁目22番地,ファミリーマート テラススクエア店,ファミリーマート,35.693403,139.760022
千代田区,神田佐久間町四丁目,-,東京都千代田区神田佐久間町4-10,ファミリーマート 神田佐久間町店,ファミリーマート,35.697458,139.779816
千代田区,九段北一丁目,-,東京都千代田区九段北1-3-5,ファミリーマート 九段北一丁目店,ファミリーマート,35.696073,139.751422
千代田区,東神田二丁目,-,東京都千代田区東神田2-10-17,ファミリーマート 東神田二丁目店,ファミリーマート,35.695589,139.780827
千代田区,神田淡路町二丁目,-,東京都千代田区神田淡路町2-3,ファミリーマート ワテラスタワー前店,ファミリーマート,35.697146,139.767444
千代田区,一ツ橋一丁目,-,東京都千代田区一ツ橋1丁目1-1 パレスサイドビル,ファミリーマート パレスサイドビル店,ファミリーマート,35.690936,139.75758
千代田区,丸の内一丁目,大丸有,東京都千代田区丸の内1ー8-1丸の内トラストタワーN館,ファミリーマート 丸の内トラストタワー店,ファミリーマート,35.683225,139.769761
千代田区,外神田四丁目,-,東京都千代田区外神田4丁目14-1秋葉原UDX 5F,ファミリーマート ファミマ!!秋葉原UDX店,ファミリーマート,35.70055,139.772615
千代田区,神田三崎町二丁目,-,東京都千代田区三崎町2-20-4,ファミリーマート 水道橋駅西口店,ファミリーマート,35.701624,139.753169
千代田区,外神田一丁目,-,東京都千代田区外神田1丁目7番-5,ファミリーマート 外神田一丁目店,ファミリーマート,35.699581,139.77021
千代田区,内神田三丁目,-,東京都千代田区内神田3-23-7,ファミリーマート 神田駅北店,ファミリーマート,35.692545,139.769701
千代田区,神田佐久間町二丁目,-,東京都千代田区神田佐久間町2-20-2 翔和秋葉原ビル,ファミリーマート 秋葉原駅前店,ファミリーマート,35.69861,139.776331
千代田区,富士見二丁目,-,東京都千代田区富士見2丁目2-6,ファミリーマート 千代田富士見二丁目店,ファミリーマート,35.699272,139.745274
千代田区,丸の内一丁目,大丸有,東京都千代田区丸の内1丁目11番1号,ファミリーマート PCP丸の内店,ファミリーマート,35.678055,139.766885
千代田区,九段北四丁目,-,東京都千代田区九段北4-2-11,ファミリーマート 市ヶ谷店,ファミリーマート,35.691657,139.737221
千代田区,西神田二丁目,-,東京都千代田区西神田2丁目8-1,ファミリーマート 西神田二丁目店,ファミリーマート,35.699083,139.756169
千代田区,六番町,-,東京都千代田区六番町1,ファミリーマート 六番町日テレ前店,ファミリーマート,35.687774,139.735361
千代田区,神田和泉町,-,東京都千代田区神田和泉町1-4-7,ファミリーマート 神田和泉町店,ファミリーマート,35.70034,139.77689
千代田区,神田駿河台四丁目,-,東京都千代田区神田駿河台4丁目6番地,ファミリーマート ファミマ御茶ノ水ソラシティ店,ファミリーマート,35.698507,139.766726
千代田区,神田多町二丁目,-,東京都千代田区神田多町2-4,ファミリーマート 神田多町店,ファミリーマート,35.693836,139.769701
千代田区,外神田三丁目,-,東京都千代田区外神田3丁目14番地3号,ファミリーマート 外神田三丁目東店,ファミリーマート,35.701264,139.771182
千代田区,飯田橋四丁目,-,東京都千代田区飯田橋4丁目8番13号,ファミリーマート 飯田橋駅前店,ファミリーマート,35.701431,139.746056
千代田区,内神田三丁目,-,東京都千代田区内神田3-8-8,ファミリーマート 神田西口店,ファミリーマート,35.690979,139.769821
千代田区,隼町,-,東京都千代田区隼町2-17,ファミリーマート 半蔵門駅南店,ファミリーマート,35.683305,139.741831
千代田区,鍛冶町一丁目,-,東京都千代田区鍛冶町1丁目7-4,ファミリーマート 神田鍛冶町店,ファミリーマート,35.690451,139.771098
千代田区,神田司町二丁目,-,東京都千代田区神田司町2丁目2-13,ファミリーマート 神田司町店,ファミリーマート,35.692384,139.767644
千代田区,神田小川町一丁目,-,東京都千代田区神田小川町1-6都営新宿線小川町駅地下1階,ファミリーマート 都営小川町店,ファミリーマート,35.695235,139.765826
千代田区,外神田一丁目,-,東京都千代田区外神田1丁目15番16号,ファミリーマート 秋葉原ラジオ会館店,ファミリーマート,35.697915,139.771957
千代田区,内神田一丁目,-,東京都千代田区内神田1丁目6番6号,ファミリーマート 内神田鎌倉橋店,ファミリーマート,35.689906,139.766288
千代田区,永田町二丁目,赤坂,東京都千代田区永田町2丁目14番2号,ファミリーマート 永田町店,ファミリーマート,35.676446,139.738218
千代田区,大手町一丁目,大丸有,東京都千代田区大手町1丁目5-1,ファミリーマート ファーストスクエア店,ファミリーマート,35.685891,139.764689
千代田区,神田駿河台一丁目,-,東京都千代田区神田駿河台1丁目5,ファミリーマート 御茶ノ水とちの木通り店,ファミリーマート,35.69878,139.761417
千代田区,神田駿河台一丁目,-,東京都千代田区神田駿河台1丁目1 明治大学12号館,ファミリーマート 明大マート駿河台店,ファミリーマート,35.698384,139.762215
