指標名,レストラン,,,,,,,
出典,hotpepper,,,,,,,
年次,2024/01/19取得,,,,,,,
URL,http://webservice.recruit.co.jp/hotpepper/gourmet/v1,,,,,,,
備考,(2021年度：35615件、2022年度：35814件、2023年度：15927件),,,,,,,
,,,,,,,,
区,町丁,エリア,住所,緯度,経度,レストラン名,ジャンル,URL
千代田区,有楽町２丁目,大丸有,東京都千代田区有楽町２－３－６　九重会館7階,35.67318676,139.7617578,北の大地 有楽町店,居酒屋,https://www.hotpepper.jp/strJ001292812/?vos=nhppalsa000016
千代田区,神田佐久間町１丁目,-,東京都千代田区神田佐久間町１-16　大橋ビル3F,35.69768657,139.7746118,博多野菜巻き串・熊本馬刺し・九州料理 完全個室　薩摩日和　秋葉原店,居酒屋,https://www.hotpepper.jp/strJ003625333/?vos=nhppalsa000016
千代田区,神田佐久間町１丁目,-,東京都千代田区神田佐久間町１-15 川初ビル 6F,35.69784572,139.7744585,肉問屋直営 国産和牛焼肉 牛若丸 秋葉原店,焼肉・ホルモン,https://www.hotpepper.jp/strJ003533169/?vos=nhppalsa000016
千代田区,外神田１丁目,-,東京都千代田区外神田１-15-18 奥山ビル6F,35.69772676,139.7716034,炉端とおでん 呼炉凪来 秋葉原店,居酒屋,https://www.hotpepper.jp/strJ003517296/?vos=nhppalsa000016
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内１丁目4-1 丸の内永楽ビル　力地下1階　『iiyo!!』内,35.68432337,139.7648546,土鍋炊ごはん　なかよし　丸の内 iiyo!!店,居酒屋,https://www.hotpepper.jp/strJ003297756/?vos=nhppalsa000016
千代田区,内神田３丁目,-,東京都千代田区内神田３-22-3IM内神田ビル５階,35.69226512,139.7701196,神田シーシャ WARP,ダイニングバー・バル,https://www.hotpepper.jp/strJ003389602/?vos=nhppalsa000016
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町１-2-11 8F,35.67259872,139.7600716,魚馬る 有楽町店,居酒屋,https://www.hotpepper.jp/strJ003389597/?vos=nhppalsa000016
千代田区,神田佐久間町１丁目,-,東京都千代田区神田佐久間町１-19山中ビル2F,35.69780407,139.7750795,個室居酒屋 サンイチマル,居酒屋,https://www.hotpepper.jp/strJ001285407/?vos=nhppalsa000016
千代田区,鍛冶町２丁目,-,東京都千代田区鍛冶町２丁目２－９共伸会館ビル3F,35.69149746,139.7714104,鉄板ビストロ シーフードバンク GOCHI,居酒屋,https://www.hotpepper.jp/strJ001146555/?vos=nhppalsa000016
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町１-２-１０　錦ビルB１-２F,35.67267927,139.7602165,トロ政 有楽町日比谷店,居酒屋,https://www.hotpepper.jp/strJ001268885/?vos=nhppalsa000016
千代田区,神田三崎町１丁目,-,東京都千代田区神田三崎町１-４-８　愛光舎ビルB1F,35.70106235,139.7557049,焼肉ストーリー 水道橋店,焼肉・ホルモン,https://www.hotpepper.jp/strJ001257982/?vos=nhppalsa000016
千代田区,神田花岡町１丁目,-,東京都千代田区神田花岡町1-9 アトレ秋葉原2　3F,35.69835983,139.7747757,四十八漁場 秋葉原昭和通り口店,居酒屋,https://www.hotpepper.jp/strJ001109032/?vos=nhppalsa000016
千代田区,大手町１丁目,大丸有,東京都千代田区大手町１丁目7-2,35.68701808,139.7654244,よね蔵 東京サンケイビル店,居酒屋,https://www.hotpepper.jp/strJ003411486/?vos=nhppalsa000016
千代田区,内幸町１丁目,-,東京都千代田区内幸町１丁目7-1 日比谷OKUROJI,35.66974429,139.7587329,Trattoria・La・Puglia（トラットリア・ラ・プーリア）　日比谷OKUROJI店,イタリアン・フレンチ,https://www.hotpepper.jp/strJ003624190/?vos=nhppalsa000016
千代田区,内神田３丁目,-,東京都千代田区内神田３-２１-８ 神田北口合同ビル4階,35.69269592,139.7706848,2000円 食べ放題飲み放題 居酒屋 おすすめ屋 神田店,居酒屋,https://www.hotpepper.jp/strJ001232534/?vos=nhppalsa000016
千代田区,内神田２丁目,-,東京都千代田区内神田２-14-13　高芳ビルB1F,35.69181347,139.768897,飛騨牛×鮮魚と地酒 モダン個室　和食のふるさと　神田総本店,居酒屋,https://www.hotpepper.jp/strJ003474615/?vos=nhppalsa000016
千代田区,有楽町２丁目,大丸有,東京都千代田区有楽町２-3-1 福石ビル３F,35.67303259,139.7612506,国産牛タンと三陸牡蠣 いっすい 有楽町日比谷店,居酒屋,https://www.hotpepper.jp/strJ003533160/?vos=nhppalsa000016
千代田区,外神田１丁目,-,東京都千代田区外神田１－１６－１　トゥモロービル７Ｆ,35.69739096,139.7714513,居酒屋 焼肉 甘太郎 秋葉原店,焼肉・ホルモン,https://www.hotpepper.jp/strJ000000666/?vos=nhppalsa000016
千代田区,神田佐久間町１丁目,-,東京都千代田区神田佐久間町１-19　山中ビル2F,35.697936,139.7750781,個室UMIバル×肉酒場 310 秋葉原店,居酒屋,https://www.hotpepper.jp/strJ003433499/?vos=nhppalsa000016
千代田区,鍛冶町２丁目,-,東京都千代田区鍛冶町２-１-１３　B１F,35.69086614,139.7712151,星夜の宴 神田駅前店,居酒屋,https://www.hotpepper.jp/strJ001010553/?vos=nhppalsa000016
千代田区,飯田橋４丁目,-,東京都千代田区飯田橋４-7-8,35.70095377,139.7462085,薩摩隼人 飯田橋店,居酒屋,https://www.hotpepper.jp/strJ003599715/?vos=nhppalsa000016
千代田区,神田三崎町３丁目,-,東京都千代田区神田三崎町３－4－6,35.70115669,139.7521091,個室居酒屋 東京小町 水道橋西口,居酒屋,https://www.hotpepper.jp/strJ001054253/?vos=nhppalsa000016
千代田区,神田佐久間町１丁目,-,東京都千代田区神田佐久間町１－24　ＧＡＴＯ秋葉原ビル 5階,35.69836234,139.7751581,串焼きと野菜巻き 串治郎 秋葉原店,居酒屋,https://www.hotpepper.jp/strJ003451180/?vos=nhppalsa000016
千代田区,岩本町１丁目,-,東京都千代田区岩本町１-12-11トーア岩本町マンション１F,35.6930214,139.7795519,中華居酒屋 貴族 岩本町店,居酒屋,https://www.hotpepper.jp/strJ003389011/?vos=nhppalsa000016
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町１-2-11 8F,35.67261844,139.7600502,地鶏専門店 いいとこ鷄 有楽町店,居酒屋,https://www.hotpepper.jp/strJ003389598/?vos=nhppalsa000016
千代田区,飯田橋４丁目,-,東京都千代田区飯田橋４-7-8,35.70095377,139.7462085,匠焼き鳥&匠焼きトン 串焼き専門店 暖簾 飯田橋店,居酒屋,https://www.hotpepper.jp/strJ003599714/?vos=nhppalsa000016
千代田区,有楽町２丁目,大丸有,東京都千代田区有楽町２-3-6　九重会館4F,35.67318676,139.7617578,串ばってん 有楽町店,居酒屋,https://www.hotpepper.jp/strJ001281860/?vos=nhppalsa000016
千代田区,富士見２丁目,-,東京都千代田区富士見２－２－１２　キッズビルB１・１F,35.69946726,139.7456253,はかた商店 飯田橋西口店,居酒屋,https://www.hotpepper.jp/strJ000705380/?vos=nhppalsa000016
千代田区,神田三崎町２丁目,-,東京都千代田区神田三崎町２-19-7 大庄ビル3F,35.70164137,139.7525618,シュラスコ×肉寿司　個室居酒屋　肉丸酒場　水道橋店,居酒屋,https://www.hotpepper.jp/strJ003474367/?vos=nhppalsa000016
千代田区,神田神保町１丁目,-,東京都千代田区神田神保町１-25 大沢ビル1.2.3階,35.69498927,139.760337,黒毛和牛とホルモン 神保焼肉料理店,焼肉・ホルモン,https://www.hotpepper.jp/strJ001291865/?vos=nhppalsa000016
千代田区,飯田橋４丁目,-,東京都千代田区飯田橋４－５－６,35.7003922,139.7472118,巻きの助 飯田橋店,居酒屋,https://www.hotpepper.jp/strJ001170557/?vos=nhppalsa000016
千代田区,富士見２丁目,-,東京都千代田区富士見２丁目２－１１ 一直ビル 1階,35.69944559,139.7455153,原価ビストロBAN! 飯田橋,居酒屋,https://www.hotpepper.jp/strJ001212214/?vos=nhppalsa000016
千代田区,有楽町２丁目,大丸有,東京都千代田区有楽町２－３－５　aune有楽町７Ｆ,35.67322897,139.7615722,ウメ子の家 銀座 有楽町駅前店,居酒屋,https://www.hotpepper.jp/strJ000650960/?vos=nhppalsa000016
千代田区,神田三崎町,-,東京都千代田区神田三崎町２‐22‐18　西山興業新水道橋ビル7階,35.702376,139.7521407,栞 水道橋駅前店,居酒屋,https://www.hotpepper.jp/strJ001192506/?vos=nhppalsa000016
千代田区,有楽町,-,東京都千代田区有楽町１‐6‐1,35.6738386,139.7605317,たん兵衛 有楽町総本店,居酒屋,https://www.hotpepper.jp/strJ003517312/?vos=nhppalsa000016
千代田区,内神田３丁目,-,東京都千代田区内神田３-7-3,35.69095998,139.7701041,レモンサワー50円　串焼き＆焼き鳥　大衆居酒屋　飲み放題　ちから　神田店,居酒屋,https://www.hotpepper.jp/strJ001296248/?vos=nhppalsa000016
千代田区,神田神保町,-,東京都千代田区神田神保町１‐３５‐１６ O&Oビル１F,35.69480732,139.7593457,オステリア ラウロ Osteria Lauro 神保町,イタリアン・フレンチ,https://www.hotpepper.jp/strJ001200792/?vos=nhppalsa000016
千代田区,鍛冶町１丁目,-,東京都千代田区鍛冶町１－３－８,35.69001066,139.7707391,串焼 なかま,居酒屋,https://www.hotpepper.jp/strJ003411134/?vos=nhppalsa000016
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町１-2-11 オーキッドスクエア4階,35.67261928,139.7600627,全席完全個室 名産日本酒と海鮮と寿司居酒屋 名物家 有楽町本店,居酒屋,https://www.hotpepper.jp/strJ003474681/?vos=nhppalsa000016
千代田区,神田三崎町２丁目,-,東京都千代田区神田三崎町２-20-10 勝又ビルB1F,35.70186273,139.7523166,肉バル 29DOME ニクドーム 水道橋店,居酒屋,https://www.hotpepper.jp/strJ001161743/?vos=nhppalsa000016
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町１-2-9 小川ビル1、2F,35.67281981,139.7602724,燦々 有楽町日比谷店,居酒屋,https://www.hotpepper.jp/strJ003517372/?vos=nhppalsa000016
千代田区,鍛冶町２丁目,-,東京都千代田区鍛冶町２－１３－１０,35.69127025,139.7710035,神田の肉バル ランプキャップ RUMP CAP 神田店,居酒屋,https://www.hotpepper.jp/strJ001118466/?vos=nhppalsa000016
千代田区,神田和泉町１丁目,-,東京都千代田区神田和泉町1-1-12　B1,35.6989487,139.7764977,陳家私菜 ちんかしさい 秋葉原店,居酒屋,https://www.hotpepper.jp/strJ000955257/?vos=nhppalsa000016
千代田区,神田三崎町２丁目,-,東京都千代田区神田三崎町２－９－６　利休堂ビル1階,35.70094789,139.7546734,がブリチキン 水道橋店,居酒屋,https://www.hotpepper.jp/strJ003649494/?vos=nhppalsa000016
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町１-６-８　松井ビル 3、４Ｆ,35.67359113,139.7609273,じぶんどき 有楽町日比谷店,居酒屋,https://www.hotpepper.jp/strJ001050803/?vos=nhppalsa000016
千代田区,神田佐久間町１丁目,-,東京都千代田区神田佐久間町１－１６　ダイニングスクエア秋葉原ビル２Ｆ,35.69796376,139.7745901,ウメ子の家 秋葉原駅前店,居酒屋,https://www.hotpepper.jp/strJ000028666/?vos=nhppalsa000016
千代田区,飯田橋４丁目,-,東京都千代田区飯田橋４-8-2 第4山商ビル5F,35.70122846,139.7460885,完全個室居酒屋 鮮丸 飯田橋店,居酒屋,https://www.hotpepper.jp/strJ003581428/?vos=nhppalsa000016
千代田区,神田佐久間町１丁目,-,東京都千代田区神田佐久間町１-１６　ダイニングスクエア秋葉原ビル４階,35.69795432,139.7745646,十勝石狩函館 秋葉原駅前店,居酒屋,https://www.hotpepper.jp/strJ001050838/?vos=nhppalsa000016
千代田区,鍛冶町１丁目,-,東京都千代田区鍛冶町１-2-15,35.68975541,139.7703969,焼き鳥 きんざん 神田店,居酒屋,https://www.hotpepper.jp/strJ003582321/?vos=nhppalsa000016
千代田区,外神田１丁目,-,東京都千代田区外神田１－１６－１　トゥモロービル８Ｆ,35.69730514,139.771396,北海道 秋葉原店,居酒屋,https://www.hotpepper.jp/strJ000005755/?vos=nhppalsa000016
千代田区,神田神保町１丁目,-,東京都千代田区神田神保町１－８ ファンデス神保町　４Ｆ,35.69614521,139.7589357,シュラスコレストラン ALEGRIA Jimbocho アレグリア神保町,焼肉・ホルモン,https://www.hotpepper.jp/strJ003533149/?vos=nhppalsa000016
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内１-9-1 大丸東京店 12F,35.68155434,139.768926,京都祇園 八坂圓堂 大丸東京店,和食,https://www.hotpepper.jp/strJ001269520/?vos=nhppalsa000016
千代田区,神田佐久間町２丁目,-,東京都千代田区神田佐久間町２-13-3 ワイズタワーB1F,35.69836488,139.7765961,鶏喜鶏喜 ちょきちょき 秋葉原店,居酒屋,https://www.hotpepper.jp/strJ001276281/?vos=nhppalsa000016
千代田区,有楽町２丁目,大丸有,東京都千代田区有楽町２-3-6　九重会館6F,35.67318676,139.7617578,国産地鶏と最高鮮度の海鮮 吟楽 有楽町店,居酒屋,https://www.hotpepper.jp/strJ001285597/?vos=nhppalsa000016
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町１-２-９　２階,35.67289342,139.7604734,居酒屋 栄 有楽町駅前店,居酒屋,https://www.hotpepper.jp/strJ001259380/?vos=nhppalsa000016
千代田区,神田佐久間町１丁目,-,東京都千代田区神田佐久間町１-1-15 川初ビル4F,35.69772629,139.7744493,韓国居酒屋 古里屋 秋葉原店,居酒屋,https://www.hotpepper.jp/strJ001281210/?vos=nhppalsa000016
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町１－６－1　第二日比谷ビル７階,35.67384137,139.7605206,完全個室居酒屋 あかり 有楽町本店,居酒屋,https://www.hotpepper.jp/strJ003324914/?vos=nhppalsa000016
千代田区,九段南４丁目,-,東京都千代田区九段南４-4-7 中川ビル1F,35.69172799,139.7403536,和食処 いと家,和食,https://www.hotpepper.jp/strJ001269857/?vos=nhppalsa000016
千代田区,神田佐久間町１丁目,-,東京都千代田区神田佐久間町１-15 川初ビル６F,35.69784572,139.7744585,はなこま 秋葉原店,居酒屋,https://www.hotpepper.jp/strJ003533167/?vos=nhppalsa000016
千代田区,有楽町,-,東京都千代田区有楽町２‐3‐6　2F,35.67318676,139.7617578,まぐろ奉行とかに代官 有楽町店,居酒屋,https://www.hotpepper.jp/strJ003694038/?vos=nhppalsa000016
千代田区,神田錦町３丁目,-,東京都千代田区神田錦町３-21 10 OVER 9 1F,35.6916244,139.7613348,呑み処 明日食,居酒屋,https://www.hotpepper.jp/strJ003560532/?vos=nhppalsa000016
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内１-8-2 鉄鋼ビルディングB1-10,35.68230539,139.7697689,しゃぶしゃぶ会席 おもき 東京駅八重洲店,居酒屋,https://www.hotpepper.jp/strJ003649464/?vos=nhppalsa000016
千代田区,飯田橋３丁目,-,東京都千代田区飯田橋３-3-11 ばんらいビル　1F,35.70122463,139.7480447,ダイニングバー Rupo ルポ 飯田橋,居酒屋,https://www.hotpepper.jp/strJ001126391/?vos=nhppalsa000016
千代田区,神田三崎町３丁目,-,東京都千代田区神田三崎町３-3-18 River1F,35.70074285,139.7522858,80円焼鳥 信長 水道橋店,居酒屋,https://www.hotpepper.jp/strJ001186753/?vos=nhppalsa000016
千代田区,神田三崎町２丁目,-,東京都千代田区神田三崎町２-20-10 7F,35.70185606,139.7523141,紬 つむぎ 水道橋東京ドーム店,居酒屋,https://www.hotpepper.jp/strJ001154992/?vos=nhppalsa000016
千代田区,五番町４丁目,-,東京都千代田区五番町4-2　東プレビルB1,35.69038217,139.735454,琉球酒場 げん,居酒屋,https://www.hotpepper.jp/strJ003324981/?vos=nhppalsa000016
千代田区,神田佐久間町１丁目,-,東京都千代田区神田佐久間町１－１６　大橋ビル３F,35.69765796,139.7746082,古民家個室と九州料理 薩摩日和 秋葉原店,居酒屋,https://www.hotpepper.jp/strJ001283942/?vos=nhppalsa000016
千代田区,飯田橋４丁目,-,東京都千代田区飯田橋４-7-8第3山商ビル5F,35.70112543,139.7463682,九州蔵 くすぞう 飯田橋店,居酒屋,https://www.hotpepper.jp/strJ003694115/?vos=nhppalsa000016
千代田区,内神田３丁目,-,東京都千代田区内神田３－21－8 2F,35.69268814,139.7706785,焼鳥食べ放題 乾杯500酒場 神田店,居酒屋,https://www.hotpepper.jp/strJ003341336/?vos=nhppalsa000016
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町１－２－９　ＴＳ日比谷ビル４Ｆ,35.67281981,139.7602724,個室で味わう肉寿司と各地の銘酒 オサケと肉 有楽町駅前店,居酒屋,https://www.hotpepper.jp/strJ003473768/?vos=nhppalsa000016
千代田区,神田和泉町２丁目,-,東京都千代田区神田和泉町2-15四連高野ビル1F&2F,35.6988127,139.7801474,BBQ &シュラスコ食べ放題トロ 秋葉原店,居酒屋,https://www.hotpepper.jp/strJ001282009/?vos=nhppalsa000016
千代田区,有楽町２丁目,大丸有,東京都千代田区有楽町２-3-6　九重会館地下一階,35.67318676,139.7617578,個室居酒屋 なまいき 有楽町店,居酒屋,https://www.hotpepper.jp/strJ001293033/?vos=nhppalsa000016
千代田区,神田三崎町３丁目,-,東京都千代田区神田三崎町３-7-12　原田ビル２Ｆ,35.70159497,139.7519186,鮮魚と牛タン自慢!食べ飲み放題2980円～!!喫煙OK個室居酒屋 道らく 東京ドーム水道橋,居酒屋,https://www.hotpepper.jp/strJ003625050/?vos=nhppalsa000016
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町１-2-9 TS日比谷ビル4F,35.67276788,139.7602324,たんじろう 有楽町日比谷店,居酒屋,https://www.hotpepper.jp/strJ003433566/?vos=nhppalsa000016
千代田区,飯田橋４丁目,-,東京都千代田区飯田橋４-7-8,35.70095377,139.7462085,和風個室居酒屋 京おでん 土鍋ご飯 お蕎麦 うのたくみ 飯田橋店,居酒屋,https://www.hotpepper.jp/strJ003599716/?vos=nhppalsa000016
千代田区,飯田橋４丁目,-,東京都千代田区飯田橋４-９-8,35.70153757,139.7452503,焼き鳥 地鶏専門店 居酒屋 鳥びと 飯田橋本店,居酒屋,https://www.hotpepper.jp/strJ003599691/?vos=nhppalsa000016
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町１-2-8 慶楽傳順ビル 1F・2F,35.67288092,139.7603715,大衆居酒屋 達磨酒場 有楽町店,居酒屋,https://www.hotpepper.jp/strJ003498632/?vos=nhppalsa000016
